"document_index","document_title","paragraph_index","question","answer","label","__language__"
3,"COMPUTADOR",12,"What are input and output devices?","Output devices, on the other hand, decode data into information that is understood by the computer user.",0,"en"
3,"COMPUTADOR",12,"What are the most common input devices in modern personal computers?","Output devices, on the other hand, decode data into information that is understood by the computer user.",0,"en"
3,"COMPUTADOR",12,"How many stages does the data processing of a digital computer system have?","Output devices, on the other hand, decode the data into information that is understood by the computer user.",0,"en"
3,"COMPUTADOR",12,"What are input and output devices?","In this sense, a digital computer system is an example of a data processing system.",0,"en"
3,"COMPUTADOR",12,"What are the most common input devices in modern personal computers?","In this sense, a digital computer system is an example of a data processing system.",0,"en"
3,"COMPUTADOR",12,"How many stages does the data processing of a digital computer system have?","In this sense, a digital computer system is an example of a data processing system.",0,"en"
3,"COMPUTADOR",12,"What are input and output devices?","This process, which basically consists of three stages: input, processing and output.",0,"en"
3,"COMPUTADOR",12,"What are the most common input devices in modern personal computers?","This process, which basically consists of three stages: input, processing, and output.",0,"en"
3,"COMPUTADOR",12,"How many stages does the data processing of a digital computer system have?","This process, which basically consists of three stages: input, processing and output.",1,"en"
3,"COMPUTADOR",12,"What are input and output devices?","By input we mean the entire process of feeding information, which in turn will be processed (processing phase) and after that, the responses to the user are passed on (output).",0,"en"
3,"COMPUTADOR",12,"What are the most common input devices in modern personal computers?","By input we mean the entire procedure of feeding information, which in turn will be processed (processing stage) and after that, replies are passed on to the user (output).",0,"en"
3,"COMPUTADOR",12,"How many stages does the data processing of a digital computer system have?","By input we mean the whole procedure of feeding information, which in turn will be processed (processing stage) and after that, the responses to the user are passed on (output).",0,"en"
3,"COMPUTADOR",13,"How are the motherboard devices connected?","To connect all these devices there is a special support board, the motherboard, which through bars, wires and sockets connects all the devices.",1,"en"
3,"COMPUTADOR",13,"What is the power source for?","To connect all these devices there is a special support board, the motherboard, which through bars, wires and sockets connects all the devices.",0,"en"
3,"COMPUTADOR",13,"What types of interfaces can the barrier use?","To interconnect all these devices there is a special support board, the motherboard, which through bars, wires and sockets connects all the devices.",0,"en"
3,"COMPUTADOR",13,"How are motherboard devices connected?","Its function also includes the connection of auxiliary boards that sub-control the input and output peripherals, such as the sound board (connects to the sound box), the video board (connects to the monitor), the network board (connects to the LAN) and the fax modem (connects to the telephone line).",0,"en"
3,"COMPUTADOR",13,"What is the power supply for?","Its function also includes the connection of auxiliary boards that sub-control the input and output peripherals, such as the sound board (connects to the sound box), the video board (connects to the monitor), the network board (connects to the LAN) and the fax modem (connects to the telephone line).",0,"en"
3,"COMPUTADOR",13,"What types of interfaces can the switchgear use?","Its function also includes the connection of auxiliary boards that sub-control the input and output peripherals, such as the sound board (connects to the sound box), the video board (connects to the monitor), the network board (connects to the LAN) and the fax modem (connects to the telephone line).",0,"en"
3,"COMPUTADOR",13,"How are the motherboard devices connected?","Note that the barrier between the components does not constitute a point-to-point connection; it can logically connect several components using the same set of wires.",0,"en"
3,"COMPUTADOR",13,"What is the purpose of the power supply?","Note that the barrier between the components does not constitute a point-to-point connection; it can logically connect several components using the same set of wires.",0,"en"
3,"COMPUTADOR",13,"What types of interfaces can the barrier use?","Note that the barrier between the components does not constitute a point-to-point connection; it can logically connect several components using the same set of wires.",0,"en"
3,"COMPUTADOR",13,"How are the motherboard devices connected?","The switch can use a serial interface or a parallel interface.",0,"en"
3,"COMPUTADOR",13,"What is the power supply for?","The switch can use a serial interface or a parallel interface.",0,"en"
3,"COMPUTADOR",13,"What types of interface can the barrier use?","The barrier can use a serial interface or a parallel interface.",1,"en"
3,"COMPUTADOR",13,"How are motherboard devices connected?","Other additional equipment used in conjunction with the motherboard is the dispenser, a small fan to cool the processor, and the power supply, responsible for powering all components of the computer.",0,"en"
3,"COMPUTADOR",13,"What is the power supply for?","Other additional equipment used in conjunction with the motherboard is the heat sink, a small fan for cooling the processor, and the power supply, responsible for powering all components of the computer.",1,"en"
3,"COMPUTADOR",13,"What types of interfaces can the barrier use?","Other additional equipment used in conjunction with the motherboard is the heat sink, a small fan to cool the processor, and the power supply, responsible for powering all components of the computer.",0,"empty"
3,"COMPUTADOR",14,"How are instructions usually executed?","Programs are simply large lists of instructions for the computer to execute, such as with tables of data.",0,"en"
3,"COMPUTADOR",14,"What are programs?","Programs are simply large lists of instructions for the computer to execute, such as tables of data.",1,"en"
3,"COMPUTADOR",14,"By whom can written instructions be used?","Programs are simply large lists of instructions for the computer to execute, such as with tables of data.",0,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","Programs are simply large lists of instructions for the computer to execute, such as tables of data.",0,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","Programs are simply large lists of instructions for the computer to execute, such as with tables of data.",0,"en"
3,"COMPUTADOR",14,"Who runs the programs?","Programs are simply large lists of instructions for the computer to execute, such as with tables of data.",1,"en"
3,"COMPUTADOR",14,"How are instructions usually executed?","Many computer programs contain millions of instructions, and many of these instructions are executed repeatedly.",1,"en"
3,"COMPUTADOR",14,"What are programs?","Many computer programs contain millions of instructions, and many of these instructions are executed repeatedly.",0,"en"
3,"COMPUTADOR",14,"Who can use written instructions?","Many computer programs contain millions of instructions, and many of these instructions are executed repeatedly.",0,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","Many computer programs contain millions of instructions, and many of these instructions are executed repeatedly.",1,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","Many computer programs contain millions of instructions, and many of these instructions are executed repeatedly.",0,"en"
3,"COMPUTADOR",14,"Who runs the programs?","Many computer programs contain millions of instructions, and many of these instructions are executed repeatedly.",0,"en"
3,"COMPUTADOR",14,"How are instructions usually executed?","A typical personal computer (in the year 2003) could execute about two to three billion instructions per second.",0,"en"
3,"COMPUTADOR",14,"What are programs?","A typical personal computer (in the year 2003) could execute about two to three billion instructions per second.",0,"en"
3,"COMPUTADOR",14,"By whom can written instructions be used?","A typical personal computer (in the year 2003) could execute about two to three billion instructions per second.",0,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","A typical personal computer (in the year 2003) could execute about two to three billion instructions per second.",0,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","A typical personal computer (in the year 2003) could execute about two to three billion instructions per second.",0,"en"
3,"COMPUTADOR",14,"Who runs the programs?","A typical personal computer (in the year 2003) could execute about two to three billion instructions per second.",0,"en"
3,"COMPUTADOR",14,"How are instructions usually executed?","Computers do not have their extraordinary capability due to a complex set of instructions.",0,"en"
3,"COMPUTADOR",14,"What are programs?","Computers do not have their extraordinary ability because of a complex set of instructions.",0,"en"
3,"COMPUTADOR",14,"By whom can written instructions be used?","Computers do not have their extraordinary capacity due to a complex set of instructions.",0,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","Computers do not have their extraordinary capacity because of a complex set of instructions.",0,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","Computers do not have their extraordinary ability because of a complex set of instructions.",0,"en"
3,"COMPUTADOR",14,"Who runs the programs?","Computers don't have their extraordinary capabilities because of a complex set of instructions.",0,"en"
3,"COMPUTADOR",14,"How are instructions usually executed?","Although there are design differences with CPUs with a larger number of instructions and more complex, computers execute millions of combined simple instructions, written by good ""programmers"".",0,"en"
3,"COMPUTADOR",14,"What are programs?","Although there are design differences with CPUs with a greater number of instructions and more complex, computers execute millions of combined simple instructions, written by good ""programmers"".",0,"en"
3,"COMPUTADOR",14,"By whom can written instructions be used?","Although there are design differences with CPUs with a greater number of instructions and more complex, computers execute millions of combined simple instructions, written by good ""programmers"".",0,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","Although there are design differences with CPUs with a greater number of instructions and more complex, computers execute millions of combined simple instructions, written by good ""programmers"".",0,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","Although there are design differences with CPUs with a greater number of instructions and more complex, computers execute millions of combined simple instructions, written by good ""programmers"".",1,"en"
3,"COMPUTADOR",14,"Who runs the programs?","Although there are design differences with CPUs with a larger number of instructions and more complex, computers run millions of combined simple instructions, written by good ""programmers"".",0,"en"
3,"COMPUTADOR",14,"How are the instructions usually executed?","These combined instructions are written to perform common tasks such as drawing a dot on the screen.",0,"en"
3,"COMPUTADOR",14,"What are programs?","These combined instructions are written to perform common tasks, such as drawing a dot on the screen.",0,"en"
3,"COMPUTADOR",14,"Who can use written instructions?","These combined instructions are written to perform common tasks such as drawing a dot on the screen.",0,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","These combined instructions are written to perform common tasks, such as drawing a dot on the screen.",0,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","These combined instructions are written to perform common tasks, such as drawing a dot on the screen.",0,"en"
3,"COMPUTADOR",14,"Who runs the programs?","These combined instructions are written to perform common tasks, such as drawing a dot on the screen.",0,"en"
3,"COMPUTADOR",14,"How are the instructions usually executed?","Such instructions can then be used by other programmers.",0,"en"
3,"COMPUTADOR",14,"What are programs?","Such instructions can then be used by other programmers.",0,"en"
3,"COMPUTADOR",14,"By whom can written instructions be used?","Such instructions can then be used by other programmers.",1,"en"
3,"COMPUTADOR",14,"How many instructions do computer programs have?","These instructions can then be used by other programmers.",0,"en"
3,"COMPUTADOR",14,"Who writes the instructions for the computer?","These instructions can then be used by other programmers.",0,"en"
3,"COMPUTADOR",14,"Who runs the programs?","These instructions can then be used by other programmers.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"How does the first job of a computer engineer usually arise?","The rapid change brought about by computers has made the supply of jobs for the computer engineer stable, and the prospects are that it will remain so for years to come.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In which companies can the computer engineer work?","The rapid change promoted by computers has made the supply of jobs for the computer engineer stable, and the prospects are that it will remain so in the coming years.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In what way has the rapid change brought about by computers made the supply of jobs for the computer engineering professional stable?","The rapid change brought about by computers has made the supply of jobs for the computer engineering professional stable, and the prospects are that it will remain so in the coming years.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"When do investments in the production line of industry take place?","The rapid change brought about by computers has made the supply of jobs for the computer engineer stable, and the prospects are that it will remain so in the coming years.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"How does the first job of a computer engineer usually arise?","In most cases, the first job arises through the internship at a large company.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In which companies can the computer engineer work?","In most cases, the first job comes through the internship in a large company.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In what has the rapid change promoted by computers made the supply of jobs for the computer engineering professional?","In most cases, the first job arises through the internship at a large company.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"When do investments in the production line of the industry take place?","In most cases, the first job arises through the internship in a large company.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"How does the first job of a computer engineer usually arise?","The computer engineer can work in companies in the technology sector as well as in companies in various segments.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In which companies can the computer engineer work?","The computer engineer can work both in companies in the technology sector and in companies in various segments.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"What has the rapid change brought about by computers made the supply of jobs for the computer engineer?","The computer engineer can work both in companies in the technology sector and in companies in various segments.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"When do investments in the production line of industry take place?","The computer engineer can work in companies in the technology sector as well as in companies in various segments.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"How does the computer engineer's first job usually come about?","In industry, whenever the country is going through a good economic period, investment occurs in the production line - which includes hiring skilled labour to work with sophisticated machinery.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In which companies can a computer engineer work?","In industry, whenever the country is going through a good economic period, investment occurs in the production line - which includes hiring skilled labor to work with sophisticated machinery.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In what has the rapid change promoted by computers made the supply of jobs for the computer engineering professional?","In industry, whenever the country goes through a good economic period, investment occurs in the production line - which includes the hiring of skilled labor to work with sophisticated machines.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"When do investments in the production line of the industry take place?","In industry, whenever the country is going through a good economic period, investment occurs in the production line - which includes hiring skilled labor to work with sophisticated machinery.",1,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",0,"How does a computer engineer's first job usually come about?","This bachelor's degree is required to develop software to help run industries and to create equipment such as mobile phones, tablets, washing machines and mowers.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In which companies can the computer engineer work?","This bachelor's degree is required to develop software to help run industries and to create equipment such as mobile phones, tablets, washing machines and mowers.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"What has the rapid change brought about by computers made the supply of jobs for the computer engineering professional?","This bachelor's degree is required to develop software to help run industries and to create equipment such as mobile phones, tablets, washing machines and pickers.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"When do investments in the production line of industry take place?","This bachelor's degree is required to develop software to help run industries and to create equipment such as mobile phones, tablets, washing machines and pickers.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"How does a computer engineer's first job usually come about?","Manufacturing of computers, hardware, embedded systems, industrial automation and robotics (design of robots, digital and computerized systems for factories), computer network management, software and application development, marketing and sales (planning and coordinating actions for the marketing of equipment), digital signal processing, telecommunications (interconnection between telephone networks), and many others.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In which companies can a computer engineer work?","Manufacturing of computers, hardware, embedded systems, industrial automation and robotics (design of robots, digital and computerized systems for factories), computer network management, software and application development, marketing and sales (planning and coordinating actions for the marketing of equipment), digital signal processing, telecommunications (interconnection between telephone networks), and many others.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",0,"In what has the rapid change promoted by computers made the supply of jobs for the computer engineering professional?","Manufacturing of computers, hardware, embedded systems, industrial automation and robotics (design of robots, digital and computerized systems for factories), computer network management, software and application development, marketing and sales (planning and coordinating actions for the marketing of equipment), digital signal processing, telecommunications (interconnection between networks)",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",0,"When do investments in the production line of the industry take place?","Manufacturing of computers, hardware, embedded systems, industrial automation and robotics (design of robots, digital and computerized systems for factories), computer network management, software and application development, marketing and sales (planning and coordinating actions for the marketing of equipment), digital signal processing, telecommunications (interconnection between telephone networks), and many others.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What is PBL?","Currently, a new teaching methodology is being applied to Computer Engineering courses in Brazil: Problem Based Learning (PBL).",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What is UEFS?","Currently, a new teaching methodology is being applied to Computer Engineering courses in Brazil: Problem Based Learning (PBL).",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What methodology has been applied to computer engineering courses in Brazil?","Currently, a new teaching methodology has been applied to Computer Engineering courses in Brazil: Problem Based Learning (PBL).",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What is the main objective of PBL?","Currently, a new teaching methodology is being applied to Computer Engineering courses in Brazil: Problem Based Learning (PBL).",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"Who was the pioneer in PBL in Brazil?","Currently, a new teaching methodology is being applied to Computer Engineering courses in Brazil: Problem Based Learning (PBL).",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What is PBL?","This methodology, which has as its main objective to explore the self-taughtness of the student, as well as his ability to work in groups, has already been applied in new EC courses in Brazil, such as at the State University of Feira de Santana (UEFS), which was the pioneer in Brazil, and at the Federal University of Bahia (UFBA).",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What is UEFS?","This methodology, which has as its main objective to explore the self-education of the student, as well as his ability to work in a group, has already been applied in new EC courses in Brazil, such as at the State University of Feira de Santana (UEFS), which was the pioneer in Brazil, and at the Federal University of Bahia (UFBA).",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What methodology has been applied to computer engineering courses in Brazil?","This methodology, which has as its main objective to exploit the self-taughtness of the student, as well as his ability to work in groups, has already been applied in new EC courses in Brazil, such as at the State University of Feira de Santana (UEFS), which was the pioneer in Brazil, and at the Federal University of Bahia (UFBA).",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"What is the main objective of PBL?","This methodology, which has as its main objective to explore the self-education of the student, as well as his ability to work in a group, has already been applied in new EC courses in Brazil, such as at the State University of Feira de Santana (UEFS), which was the pioneer in Brazil, and at the Federal University of Bahia (UFBA).",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",1,"Who was the pioneer in PBL in Brazil?","This methodology, which has as its main objective to explore the self-taughtness of the student, as well as their ability to work in groups, has already been applied in new EC courses in Brazil, such as at the State University of Feira de Santana (UEFS), which was the pioneer in Brazil, and at the Federal University of Bahia (UFBA).",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What does computer engineering enable?","Computer engineering or computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computing equipment for use in various industries.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"Why much of electro-electronics is computer systems?","Computer engineering or computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computing equipment for use in various industries.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the focus of the Computer Engineering course?","Computer engineering or computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computer equipment for use in various industries.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the best-known computer system?","Computer engineering or computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computing equipment for use in various industries.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What branch of engineering deals with the construction of computers?","Computer engineering or computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computational equipment for use in various industries.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How many of the computer systems are known as 'embedded systems'?","Computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computing equipment to be used in various sectors.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How much of the world's computing system does the computer represent?","Computer engineering or computer engineering is the branch of engineering that deals with the design and construction of computers and systems that integrate hardware and software, enabling the production of new machines and computing equipment for use in various industries.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What does computer engineering make possible?","The computer is the most well-known computer system.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"Why are most electro-electronics computer systems?","The computer is the most well-known computer system.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the focus of the Computer Engineering course?","The computer is the most well-known computer system.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the best-known computer system?","The computer is the best-known computer system.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What branch of engineering deals with the construction of computers?","The computer is the most well-known computer system.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How many of the computer systems are known as ""embedded systems""?","The computer is the most well-known computer system.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How much of the world's computing system does the computer represent?","The computer is the most well-known computing system.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What does computer engineering enable?","However, the Computer Engineering course does not focus on the development of personal computers but on computer systems in general.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"Why is a large part of electro-electronics computer systems?","However, the Computer Engineering course does not focus on the development of personal computers but on computer systems in general.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the focus of the Computer Engineering course?","However, the Computer Engineering course does not focus on the development of personal computers but on computer systems in general.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the best-known computer system?","However, the Computer Engineering course does not focus on the development of personal computers but on computer systems in general.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What branch of engineering deals with the construction of computers?","However, the Computer Engineering course does not focus on the development of personal computers but rather on computer systems in general.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How many of the computer systems are known as 'embedded systems'?","However, the Computer Engineering course does not focus on the development of personal computers but on computer systems in general.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How much of the world's computing system does the computer represent?","However, the Computer Engineering course does not focus on the development of personal computers but on computing systems in general.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What does computer engineering make possible?","Although it is the best known, the computer represents only 20% of the world's computing system, with the other 80% being known as ""onboard systems"", because they are computing systems that are part of a larger system, such as: aircraft and shipboard computers, plant and industrial plant monitoring and control systems.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"Why are most electro-electronics computer systems?","Although it is the best known, the computer represents only 20% of the world's computing system, the other 80% being known as ""onboard systems"", because they are computing systems that are part of a larger system, such as: aircraft and shipboard computers, plant and industrial plant monitoring and control systems.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the focus of development of the Computer Engineering course?","Although it is the best known, the computer represents only 20% of the entire computing system in the world, with the other 80% being known as ""embedded systems"", because they are computing systems that are part of a larger system, such as: aircraft and shipboard computers, plant and industrial plant monitoring and control systems.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the best-known computer system?","Although it is the best-known, the computer represents only 20% of the world's computing system, with the other 80% being known as ""onboard systems"", because they are computer systems that are part of a larger system, such as: aircraft and shipboard computers, factory and industrial plant monitoring and control systems.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What branch of engineering deals with the construction of computers?","Although it is the best known, the computer represents only 20% of the entire computing system in the world, with the other 80% being known as ""embedded systems"", because they are computing systems that are part of a larger system, such as: aircraft and shipboard computer, plant and industrial plant monitoring and control systems.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How many of the computer systems are known as 'embedded systems'?","Although it is the best known, the computer represents only 20% of the world's computing system, the other 80% being known as ""onboard systems"", because they are computing systems that are part of a larger system, such as: aircraft and shipboard computers, plant and industrial plant monitoring and control systems.",1,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How much of the world's computing system does the computer represent?","Although it is the best known, the computer represents only 20% of the world's computing system, with the other 80% being known as ""embedded systems"", because they are computing systems that are part of a larger system, such as: aircraft and shipboard computers, plant and industrial plant monitoring and control systems.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What does computer engineering make possible?","Much of today's electronics are computer systems, since they have advanced microprocessors, firmware and software: TVs, mobile phones, microwaves, refrigerators, etc.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"Why are most electronics computer systems?","Most electronics today are computer systems because they have advanced microprocessors, firmware and software: TVs, cell phones, microwaves, refrigerators, etc.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the focus of the Computer Engineering course?","Much of today's electro-electronics are computer systems, since they have advanced microprocessors, firmware and software: TVs, mobile phones, microwaves, refrigerators, etc.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What is the best-known computer system?","Much of today's electro-electronics are computer systems, since they have advanced microprocessors, firmware and software: TVs, mobile phones, microwaves, refrigerators, etc.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"What branch of engineering deals with the construction of computers?","Most of today's electro-electronics are computer systems, since they have advanced microprocessors, firmware and software: TVs, mobile phones, microwaves, refrigerators, etc.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How many computer systems are known as 'embedded systems'?","Much of today's electro-electronics are computer systems, as they have advanced microprocessors, firmware and software: TVs, mobile phones, microwaves, refrigerators, etc.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",2,"How much of the world's computing system does the computer represent?","Much of today's electronics are computer systems, since they have advanced microprocessors, firmware, and software: TVs, cell phones, microwaves, refrigerators, etc.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the Master's course in Computer Engineering associated with?","At the Federal University of Rio Grande (UFRG), located in Rio Grande, Rio Grande do Sul, the Computer Engineering Course was created in 1993 and had its first intake in 1994, and the first class formed in 1998.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the aim of the UFRG Computer Engineering course?","At the Federal University of Rio Grande (UFRG), located in Rio Grande, Rio Grande do Sul, the Computer Engineering Course was created in 1993 and had its first intake in 1994, and the first class formed in 1998.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is UFRG?","At the Federal University of Rio Grande (UFRG), located in Rio Grande, Rio Grande do Sul, the Computer Engineering Course was created in 1993 and had its first admission in 1994, and the first class formed in 1998.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"Where can the grid of the UFRG Computer Engineering course be consulted?","At the Federal University of Rio Grande (UFRG), located in Rio Grande, Rio Grande do Sul, the Computer Engineering Course was created in 1993 and had its first admission in 1994, and the first class graduated in 1998.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the Master's course in Computer Engineering associated with?","In 2008 it was integrated into the then newly founded.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the aim of the Computer Engineering course at UFRG?","In 2008 it joined the then newly founded.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is UFRG?","In 2008 it joined the then newly founded UFRG.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"Where can the grid of the UFRG Computer Engineering course be consulted?","In 2008 it was integrated into the then newly founded.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the Master's programme in Computer Engineering associated with?","Computer Science Centre.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the aim of the UFRG Computer Engineering course?","Computer Science Centre.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is UFRG?","Center for computer science.",0,"empty"
4,"ENGENHARIA_DE_COMPUTACAO",3,"Where can the grid of the UFRG Computer Engineering course be consulted?","Computer Science Centre.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the Master's course in Computer Engineering associated with?","In this case, the course, although based on the general approaches of teaching and training in Engineering, is not a specialty of Electrical Engineering, but prefers a more computer science-oriented approach to the computational solution of technical and technological problems, aiming at the autonomous action of the computer engineer or in conjunction with professionals from other areas of Engineering.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the aim of the UFRG Computer Engineering course?","In this case, the course, although based on the general approaches of teaching and training in Engineering, is not a specialty of Electrical Engineering, but prefers an approach of Computer Science more directed to the computational solution of technical and technological problems, aiming at the autonomous action of the computer engineer or in conjunction with professionals from other fields of Engineering and others.",1,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is UFRG?","In this case, the course, although based on the general approaches of teaching and training in Engineering, is not a specialty of Electrical Engineering, but rather an approach of Computer Science more directed to the computational solution of technical and technological problems, aiming at the autonomous action of the computer engineer or in conjunction with professionals from other areas of Engineering and other technological or scientific careers.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"Where can the grid of the UFRG Computer Engineering course be consulted?","In this case, the course, although based on the general positions of teaching and training in Engineering, is not a specialty of Electrical Engineering, but prefers an approach of Computer Science more directed to the computational solution of technical and technological problems, aiming at the autonomous action of the computer engineer or in conjunction with professionals from other areas of Engineering.",0,"en"
4,"ENGENHARIA_DE_COMPUTACAO",3,"What is the Master's course in Computer Engineering associated with?","Nowadays, after extensive structural reform, in addition to the traditional basic training of the Engineering courses (Calculus, Physics, Design, Administration, etc.), the curriculum operates under the concept of a system, with axes ranging from the mathematical foundation and Computer Science itself (Discrete Mathematics, Data Structures, Data Banks, Programming Languages, Algorithm Analysis, Software Engineering, Computer Theory, etc.) to the specifics of the technologies.",0,"empty"
